paper_id,tsne_x,tsne_y,pca_x,pca_y,true_class
155554,-30.644287,24.886112,-1.2205223,3.4235408,16
98520,-40.23092,-10.273617,-1.2591398,0.22492164,25
141106,33.754,27.781069,4.395266,3.8251262,28
108740,43.708427,10.804274,2.3459272,0.5043719,28
9555,-25.504505,14.937294,-2.1946719,1.8877001,16
155257,36.71292,-25.002562,0.8110522,-2.6522925,9
108968,-36.906876,15.400405,-2.2150192,1.5949028,16
116398,29.392288,9.914878,0.86528194,0.7466518,5
88449,-20.23577,-23.81035,-2.0339262,-1.9702392,10
116809,-17.370155,-0.36231968,-1.5685163,0.44338882,24
132634,46.97009,22.875704,4.129178,2.448368,28
37068,18.071194,-36.776497,-0.33001125,-4.5060515,22
20974,23.5488,-7.936903,0.92001426,-3.9542696,37
57030,-37.84123,15.837437,-1.9183993,1.6374047,16
153141,41.63761,33.27883,7.5781727,4.278035,8
75125,-10.602091,-15.776489,-1.3062906,-3.0219293,10
74618,-41.60767,-33.16384,-3.871375,-1.527,30
87631,-41.483418,5.935444,-2.8020709,1.0679162,16
87728,38.343334,30.586166,5.302883,3.8397741,28
44994,-36.54677,-20.824362,-1.8798599,-0.4206472,24
159018,-14.654782,-40.023396,-0.762845,-1.8345411,26
10116,-3.7237816,-7.93884,0.56113684,-1.6239865,10
107137,2.9233928,39.560436,-1.3524837,1.2122653,16
145820,-55.300087,18.97479,-3.4626546,2.9821434,16
129078,-24.4055,3.8228004,-2.5423346,1.3551319,24
151941,-28.726389,5.576012,-2.8547573,2.072847,16
60671,15.290082,-32.938267,-0.4491707,-2.4664016,2
139463,25.04775,-18.07714,1.1294054,-3.200388,34
50845,-36.89423,11.74317,-3.2560253,2.2061841,16
132493,32.910442,25.220325,6.5060163,3.2961192,8
91853,-34.319294,-30.196917,-3.1136084,-1.1092939,30
126502,41.952644,32.294125,6.7736845,4.154454,28
121908,-48.980682,28.121422,-3.4970036,3.0779076,16
1923,6.9685183,-44.834858,-0.6762132,-4.559499,37
4288,-11.0723715,6.3173933,-0.4487883,0.5071105,24
152743,13.8048935,-32.41363,-0.8844125,-1.9078207,2
81967,-5.560945,-9.48046,-1.2594697,-0.51718765,10
6537,21.182032,-24.536005,2.4540763,-3.2106178,36
74959,-12.523046,30.247257,-2.04638,0.45460325,24
56078,-17.670696,-3.8702397,-2.0244064,-0.119550586,24
94360,4.4664435,-14.250882,-1.7647222,-1.1361692,13
75550,42.825676,4.0298047,4.2956133,-2.0599387,28
100343,19.475132,-5.0759325,0.16638184,-1.3518589,5
153020,-40.1018,-23.64976,-2.340283,-0.3456549,30
144531,45.27423,27.739944,5.252573,3.4519162,28
160874,-39.92132,-16.565886,-1.7700642,0.076495945,30
133906,-9.532295,-43.142178,-0.30541325,-1.085861,26
109895,27.822672,23.054617,3.9521422,1.9701202,36
108133,36.42194,-34.490448,2.5303574,-2.1687534,33
40818,14.012838,6.1304708,0.6970099,0.1425153,4
50351,-21.606783,7.666892,-2.0868082,1.4606,25
49232,45.545307,23.194696,3.5904799,2.9176366,28
130923,-45.964428,12.327484,-1.9369414,1.5986481,1
130750,-28.994385,37.19646,-0.3530692,1.5937629,3
105933,22.97406,23.542147,2.0649285,1.9139977,28
50813,-24.672707,-30.274656,-2.096262,-1.337908,24
19094,-16.590124,0.85506564,-1.5343554,0.8541262,24
56102,-36.394337,-24.612495,-2.053145,-1.3174489,30
157851,24.6212,-40.078995,1.5811185,-5.2116776,22
122187,-18.177946,40.976578,-1.0252261,0.48333797,27
29313,-48.165886,13.917641,-1.984287,0.8284354,16
61271,-4.9669476,-20.835619,-0.7572433,-0.564691,24
39786,-40.559998,9.382476,-2.571619,1.9633727,24
86720,19.284891,32.3479,1.9323243,1.3981271,28
110319,47.142242,-22.032764,3.2983494,-4.538226,9
61647,-37.966534,-27.813934,-2.2922263,-1.3973954,30
48549,-12.552554,29.330654,-1.6057582,0.526124,10
10997,-21.524666,-10.274275,-1.859592,0.5758036,24
90483,24.609451,8.407101,1.8530544,1.182568,3
40243,-41.27146,14.053601,-1.664993,0.6849738,16
90950,-33.784904,-34.336475,-2.924351,-1.2514412,24
13028,-45.149582,17.219675,-2.4068742,2.7499197,16
92310,26.390238,3.902148,2.4240732,-0.9246686,8
22,48.444553,11.982085,3.4363842,2.7487044,28
79406,-40.472675,26.171453,-2.0760171,1.5490787,16
68166,23.508425,-8.337779,0.82017934,-4.7429247,5
18147,-41.99142,-26.373133,-1.7903569,-2.2030253,30
37119,36.074753,-10.135351,2.3494735,-2.2492397,34
158208,48.829174,12.881971,3.277316,0.7080051,28
28829,-26.53395,16.742172,-2.2364757,1.5439804,16
138400,41.185944,-15.340865,0.6314404,-2.047254,34
31612,-35.49801,19.373611,-3.5312924,2.0570643,16
88303,-7.3338823,-4.9006124,-1.3612705,-0.8153749,24
114744,-29.500343,5.68763,-2.338186,1.6101253,16
21475,23.453686,-36.569458,0.730487,-2.8754606,2
66574,29.941235,-24.062622,0.7888404,0.95289254,13
56455,-39.01563,2.7508621,-1.3400446,0.7023706,16
19653,32.526703,-7.1842275,2.3967123,-3.8358119,5
134075,-24.577986,9.614314,-1.900291,1.377481,16
116296,-23.487856,5.4585743,-2.3998733,1.9005303,16
106190,31.522934,20.678173,2.9815016,1.9484267,8
88906,40.041245,32.956623,6.439422,4.7650504,28
91383,17.516428,4.0436196,1.5075005,0.26450533,4
66256,-38.409023,-28.46001,-2.382214,-1.5848439,30
23858,-23.34724,-21.068487,-2.310698,-0.9785791,24
43611,-1.4873078,-2.1226845,0.6957942,-0.16619283,24
155565,-10.967083,30.083868,-1.7245855,-0.14882082,10
161926,40.334812,25.552073,4.0994005,3.2935498,28
77691,-34.960373,0.207916,-3.0651915,2.3008876,16
145640,32.16913,8.763441,3.296166,0.024550855,8
26569,-0.98484886,10.368135,-0.6299895,0.6605883,7
135597,-19.870102,5.7678647,-1.9265417,1.2801921,24
4385,-19.131823,42.418995,0.48083186,-1.2629571,20
84971,22.686966,-18.498716,0.13915086,-0.18661726,36
12184,-33.145794,-21.452364,-2.6989946,0.28060043,16
85071,-27.483833,15.828252,-2.28729,1.8374527,16
134493,-42.993904,-32.72386,-2.835843,-2.690424,30
162480,50.781635,-14.35693,2.4325113,-3.0516183,20
104998,-32.784256,14.979199,-3.5297952,2.1332831,16
98589,-43.16259,9.413223,-2.418263,2.013896,16
67810,45.11193,23.310413,3.9016256,3.4272625,8
124536,-5.1661725,-40.923428,0.11236727,-1.7171798,26
16393,-16.918396,-28.642298,-2.2032862,-1.0653694,31
121130,19.63863,-0.71430665,1.1660575,-1.4779024,4
117841,-49.41382,7.2458825,-2.2868383,0.8175391,37
146127,-14.109523,-37.16516,-1.2198952,0.42762187,26
160515,-8.801108,42.260273,1.1394993,2.7540815,19
6367,19.255274,-4.9647126,0.37502337,-0.898611,5
67201,43.955173,31.871332,7.484145,4.2648935,28
94678,-32.144165,32.332935,-1.7754506,1.9920247,16
160639,-1.4522747,-8.779123,0.50668323,-1.4536223,10
164964,16.838112,32.881046,1.4075779,3.0980113,28
161476,42.181164,-21.102156,2.4880672,-2.8526022,34
108496,55.978424,-4.562294,2.2042532,-2.572036,14
88803,-57.9073,22.272434,-10.06571,4.8093424,13
35,25.259062,-39.325474,1.509946,-4.0970526,22
2259,28.276457,-36.193382,1.8394576,-4.068633,2
113178,-42.9222,30.2925,-3.3118863,2.6775408,27
47840,54.62794,7.931187,3.826672,-0.9694032,39
120098,44.325424,-15.653972,0.42409992,-1.913625,10
107483,17.384731,-8.060291,-0.44017208,-1.0276768,37
7195,-30.415808,-27.238276,-1.8737848,-1.224885,30
105406,26.652275,9.229302,1.7915124,1.5071402,8
135074,16.647514,-10.385166,-0.8055372,-2.5216053,37
63223,8.423988,-44.614975,-1.2061579,-3.278638,37
103583,-52.10665,20.079952,-2.6561723,1.6183183,16
21369,41.025887,0.25836536,0.882177,-0.70755,9
2679,14.345249,-42.660553,0.44260132,-3.132935,2
144653,-29.007042,9.365758,-2.7998712,1.9295938,16
114131,-7.437552,-1.0865035,0.0557878,-0.41537994,24
80713,-10.485739,-13.817182,-2.7120795,-1.7240365,10
104165,24.726328,-31.059214,0.78545105,-2.3607507,2
13535,-41.425243,20.98305,-2.5081778,3.0986295,16
27469,-8.48819,30.835268,-1.1145697,0.38035044,4
53851,-41.189228,34.583546,-2.3333058,1.4890499,16
18430,41.89327,26.347261,4.50113,2.2242777,28
47945,-6.885515,-38.89974,0.11716473,-1.1910236,26
28247,14.040849,-2.6831975,0.8516773,-0.64620227,5
15760,-18.663662,-39.54143,-1.9706769,-1.7596769,30
21807,-50.21599,20.022417,-3.270771,2.7747998,16
147701,-25.792315,-1.4383264,-1.6911671,0.30500653,24
155469,35.828136,14.933688,2.7383337,0.9426557,8
73645,-32.372116,-25.183449,-2.1070602,-0.7885261,30
115633,-6.523946,-44.23324,2.3724856,-1.971797,26
32226,-13.632012,31.237648,-1.8918262,0.6971017,24
132829,-22.963446,36.536297,-2.0379722,-0.28808492,27
5803,8.511857,-8.868497,-0.4062248,-0.65848833,24
20909,47.33423,-15.185591,0.6648606,-0.7450728,20
36991,-4.5999656,-2.7358599,-0.7859793,0.6185147,24
25580,-34.825897,9.64012,-2.646275,1.5560482,16
118419,-37.907284,30.966078,-2.7051573,2.2161753,27
81867,-34.76033,13.406484,-2.3961844,1.9965019,16
9826,-15.470932,9.993049,-0.9850262,1.121024,24
10922,25.90853,-35.549572,0.9470538,-2.1342173,2
72719,-53.636154,28.689814,-4.616519,2.8859768,16
111939,-38.28731,-30.02174,-2.0914574,-1.972547,30
135709,-21.350172,-11.1843,-1.3904973,0.22571185,26
12916,36.01349,-3.812275,1.8541206,-1.6281264,34
105674,-25.748209,-41.033936,-1.5035874,-1.4504077,38
3560,-29.704971,23.537033,-2.1429265,3.901023,16
71048,-40.072056,10.955976,-1.9754641,1.4133272,16
124172,-20.555792,-2.3777907,-2.8388846,0.28782156,24
85083,29.38535,3.6231527,1.6021496,-0.2681623,8
78355,26.873363,3.9210176,2.7403102,-1.7174354,8
137881,19.416185,-31.556124,0.636058,-1.9528501,22
24332,-50.55363,15.119729,-2.3670034,0.7679862,27
25172,17.383999,11.589552,0.022783399,0.70311725,6
125585,48.6965,-18.390306,4.76768,-3.0158434,34
149562,-19.135864,42.20535,-0.5872264,-0.40561837,27
95359,-16.466047,-35.1374,-0.641563,0.25184286,3
146317,3.1351497,27.318487,2.1126337,1.0047596,19
166821,7.757679,1.4700935,0.18723369,-2.469117,5
85241,-46.21205,8.870258,-2.299065,0.84908396,16
157183,21.076832,3.1513565,1.4344655,-1.6362803,23
77239,38.300186,-29.29096,3.3212304,-7.067634,9
165314,39.34049,29.033087,4.2436304,4.377547,28
68445,-7.2153964,-2.867521,-1.0392826,0.1283173,24
134542,-26.154112,-32.95897,-2.0449812,-1.5923436,31
129675,26.190516,30.77312,3.402964,2.435999,28
114823,-3.4562533,-6.6522074,-0.47694325,-1.7656357,10
42196,30.70651,-24.819986,1.3366717,-1.4789858,9
130566,46.038887,-19.438202,2.202448,-3.4857209,34
167668,28.281485,19.066788,2.5303192,0.93722016,8
58023,-3.818083,-0.36231858,-1.1894544,0.4335309,24
90066,-45.06623,24.974592,-2.9456182,2.0558898,16
31731,2.1601653,40.662624,-1.5688391,1.2036138,16
168359,25.145504,-38.481342,1.1817089,-2.5237455,2
111859,-3.1855059,-21.696964,-1.5417259,0.26970524,10
91384,12.026567,-3.615454,-1.2717003,-0.9629118,23
32156,-47.45993,30.452244,-2.5358825,2.0467126,16
148290,-11.964878,32.28162,-1.7852249,0.23449838,24
8395,-13.884492,43.36968,0.69314086,-2.2473023,19
85047,19.09063,-27.169676,0.30664933,-3.133243,10
116523,13.673128,-37.941277,-1.1372318,-2.409777,10
63152,21.739697,1.3586421,1.3678769,-0.25046194,4
89922,-22.13811,-0.60142076,-2.6405106,0.837959,24
167961,54.16545,15.19927,3.484952,1.6369567,28
120649,-11.723463,-40.63443,-0.16811907,-1.5371532,26
20013,44.97123,-17.426134,1.5264369,-2.1936698,10
139828,-44.60142,13.581845,-1.232163,0.82968354,16
26027,-5.4618373,-37.603832,0.5621939,-0.74656683,26
151918,48.52401,20.444435,5.33378,2.2411914,28
52649,-28.47019,18.184862,-3.314426,2.3575587,16
77215,-40.21772,27.316246,-2.3331487,1.7573991,16
72153,29.648203,-2.51181,2.1775637,-1.673697,35
35821,33.23474,-10.1369,0.99775326,-2.9571724,2
37818,-16.679968,42.135838,-1.3463838,-0.15225017,27
91688,11.48196,-10.27939,-0.2733004,-0.8104262,27
116390,-41.699074,18.318714,-2.756815,1.2287419,16
67590,21.96051,-35.42043,0.40475404,-3.7145793,23
61806,-5.454135,-37.740322,0.1791811,-1.7521124,26
153475,-21.979025,-11.956736,-1.4953176,0.101073146,24
128445,31.466112,26.085196,4.868539,3.4358847,28
155958,-34.118042,27.378021,-1.0280521,0.46390224,27
146194,48.79163,-21.20605,2.3126583,-3.9795191,34
140175,-26.116526,-27.268143,-2.2248275,-0.3381521,16
111664,-15.707858,-35.732334,-1.3705696,-0.9059264,3
143568,-19.850336,-23.390364,-1.697768,-2.2195854,10
81735,-42.82592,-9.891618,-2.0701113,1.4139813,30
161751,-8.0234165,-3.7534862,-1.328756,-0.35864264,24
145253,-30.40731,-22.257692,-2.1905224,0.036693513,31
87084,54.329323,14.026712,4.7181168,1.1637877,28
76765,-21.919344,-11.741802,-1.4412074,-0.005088508,24
151122,44.753555,-14.135325,0.8679377,-0.98511225,39
51288,18.472939,-19.988182,1.0427078,-1.8538961,36
3761,-39.71742,16.01491,-2.086679,1.3375905,31
33497,3.437826,-24.380274,0.21468508,-1.1248977,12
155367,37.27943,33.35764,5.0890756,3.598571,28
98128,1.925664,25.706717,0.83509815,0.24203175,5
7824,10.079907,21.718212,0.8335048,1.1656853,24
129106,-27.944735,-13.269473,-2.8834667,0.9216927,24
133840,44.713757,31.728788,7.19084,4.4595895,28
56351,53.242622,11.104104,3.3908434,2.4573026,28
45397,-27.940718,-27.970974,-1.5396789,-1.3479004,30
159306,-38.752743,-31.478708,-2.554452,-2.7031262,30
41553,-38.876514,3.566536,-1.6087323,1.1737994,16
101054,12.582085,0.22212155,0.32949936,0.7370546,4
2223,-44.355995,23.04427,-3.1990266,1.999001,16
17125,-20.795214,30.408855,-3.7298946,1.4431376,24
60111,23.262363,-14.136861,0.6378156,-1.0744298,10
39180,30.851334,0.8367238,3.1762018,-0.903333,8
135784,38.31952,-25.497244,2.1622753,-2.8761232,9
137365,-16.237974,-13.336357,-1.7678266,-0.31137806,30
37688,-3.0103064,27.18855,1.3681399,0.34793067,19
40331,-4.946493,30.550167,-1.0230222,0.08559048,24
166062,-1.6825633,-18.263329,-0.48839068,-0.65630287,10
110331,22.631601,-35.992073,0.15775168,-3.7126806,22
12786,24.249,-31.941957,0.76994383,-2.4929328,19
71885,10.517462,27.942123,-0.14217389,1.6601369,28
107961,-33.069756,-29.986338,-2.596915,-1.4601574,30
109860,3.5898733,12.27429,0.30752087,-0.14323533,39
168939,-38.613846,12.247024,-2.1138299,1.6176896,16
11375,26.608034,-33.91107,-0.025178075,-2.1850438,2
138473,47.737614,-24.656542,3.309752,-5.934432,34
52674,-53.77436,25.40129,-4.8908043,4.1765275,16
143070,42.9057,16.23369,5.2856994,1.6342833,5
149162,-10.959688,-17.284689,-0.41031754,-5.216842,10
113777,13.417775,-5.57483,-0.5255594,-1.4223545,7
93576,-15.1445875,1.5710013,-1.729176,0.5517486,7
123645,-39.92277,-16.517097,-0.77118707,-0.64180166,30
127483,-8.42028,-14.523706,-0.9261558,-1.7121396,24
72284,-15.891212,9.814545,-1.1614622,1.4360816,16
71852,-44.043488,-8.695886,-2.2270503,1.4131632,25
103000,56.250065,6.193919,2.6659093,-0.055552125,4
58975,9.357671,-2.7437396,-0.69358385,-0.074448705,27
122345,23.972052,15.470282,-0.05481434,0.7355783,10
143017,-16.187588,-41.422028,-1.8687195,-2.5529928,26
46888,-42.080906,-22.345167,-1.6503125,-0.5051226,30
157703,30.323006,21.567837,3.3924847,1.9672098,8
92497,-12.1627445,3.6963453,-1.1555476,0.59820235,6
74005,26.48243,0.10381391,1.677795,-1.5160651,29
44918,-15.271557,-45.071663,-1.3228683,-0.18305844,6
121117,-19.096186,4.5294724,-0.70229286,0.23643187,13
26653,22.728699,23.44021,3.0252776,0.78412974,28
112774,-15.973095,6.585363,-1.5107232,0.5576116,24
85245,-16.65735,9.394016,-1.4615617,1.4249469,24
82271,-15.633326,38.859158,-1.8833048,0.9075774,19
31272,54.884647,-4.083495,1.7351981,0.1503141,14
28527,1.6965297,37.02595,-0.9647065,0.48177138,28
142515,49.032158,-22.473818,2.3131895,-3.777047,34
162636,-40.350418,15.107412,-1.852688,1.2275877,16
42062,34.174004,-20.421074,1.3087624,-1.9062333,9
11113,17.542334,-19.089535,0.5914161,-2.2177894,36
66317,2.696572,38.058983,-1.4347833,0.8569558,16
59893,-6.9447546,-40.560764,0.44104183,-1.9277132,26
153135,-24.125526,-30.828123,-1.382665,-1.2039168,24
168415,-42.486763,23.94836,-2.7267413,1.9683635,16
36306,-43.67632,34.793255,-3.727047,2.7402265,16
94676,20.21322,-37.95212,0.12642407,-3.4355052,22
117902,21.506468,-20.485296,1.8462771,-1.8884506,36
80277,-43.18921,35.911797,-3.1905107,2.3131917,16
163779,18.493753,-32.690426,1.1912462,-4.133903,2
4325,37.87444,-16.716455,0.94216454,-1.7579079,34
3073,-8.655589,-27.634636,-0.46135378,-0.29777914,4
78805,-36.48039,35.065025,-2.8461351,2.5347757,27
34270,52.502277,9.222815,6.6687202,2.1106558,28
59783,-1.763749,-38.892887,0.79125845,-1.9621964,34
29331,39.87785,11.943606,2.314598,0.42817506,28
163637,30.067118,-2.6062672,2.4899178,-1.3818767,34
57740,-29.65014,-8.422011,-0.65469325,0.717238,13
162834,7.567407,-38.80399,-0.2654078,-2.0043871,37
19356,-1.6780412,14.421539,0.49341905,-0.12443268,7
106189,-29.019836,-25.531282,-1.9928498,-0.931518,30
66175,-38.237007,6.8283353,-2.5004373,1.4540521,16
8093,-55.934246,22.832703,-5.9319177,3.2388594,16
132297,-36.36749,-29.767136,-2.6957345,-1.4018588,24
160297,-10.709082,14.983453,1.9573373,0.34674826,18
69261,4.51957,-18.605705,-1.4897922,-0.5079736,10
143724,-46.517353,5.627302,-3.4095716,1.0482115,16
133548,-1.3082614,-33.939144,0.90101564,-0.97592884,26
31669,27.071447,9.642262,1.5909051,0.38747224,4
14438,27.616085,8.575883,1.4918059,0.27881557,8
87220,-26.72029,-1.4339883,-1.6698296,0.5411587,24
55920,-14.7199545,-38.49458,-1.9194772,-2.093518,23
121157,23.673193,5.6292253,0.20584965,0.6458246,8
66002,22.965996,-22.2181,3.1405272,-3.420931,36
13361,-32.246716,8.842933,-3.4658055,2.2301443,16
56564,1.0479925,-41.793854,2.7637973,-3.7106836,34
23324,-8.870376,-16.57607,-0.7567732,-2.0903206,10
107884,-43.87029,19.957912,-3.19129,2.5133297,16
111304,29.474684,5.011315,3.6077166,0.04772514,8
145401,-2.5286884,-20.947733,-1.534798,-0.43984348,3
71722,-12.801003,-28.184505,-1.9521286,-1.9331717,37
66557,52.88457,20.922075,6.9376345,1.3765993,28
39144,2.0996342,-8.447163,-0.89260507,-0.8672605,24
105372,24.444868,-2.2277942,1.6022953,-2.0226521,4
46431,22.799622,12.855464,0.7795764,0.3550064,4
131660,-9.872256,-1.092691,-0.6866674,-0.24266618,24
31295,-12.106086,-3.519162,-1.763247,0.5925126,24
146454,-16.964859,40.19342,-1.9781154,0.8653231,27
69339,-35.85658,4.382813,-1.9995086,1.0639399,10
41058,-35.27345,7.9868703,-2.8738341,1.9014912,16
30650,9.105208,-29.714191,-1.2746307,-3.3084886,23
51473,41.395626,11.332944,3.636088,0.21785444,34
25676,55.071423,12.6612215,4.8584113,0.87770414,28
121846,-25.430693,-31.138262,-2.2471795,-1.8875089,31
13678,-11.782278,33.624523,-2.1993902,0.23738322,24
15780,7.881726,-42.920113,-1.5186068,-3.2766612,37
30376,29.902752,19.752342,2.419159,1.2817551,8
34513,-12.060467,-8.128652,-1.2640092,-1.820817,39
24863,42.84118,-13.102709,1.9313117,-1.6290076,34
52011,20.674507,-39.506256,0.61041,-5.9592943,22
120117,-8.555532,-11.329287,-0.39465004,-1.2499988,10
162869,-2.565057,-13.095988,-1.0540131,-1.5468433,24
159438,-57.28283,19.514103,-2.440215,1.3010746,16
14355,38.187237,10.538526,1.268052,1.341182,4
76099,45.064888,-20.471243,2.1519828,-3.1411912,39
29972,46.07634,28.591148,6.6410427,4.0839243,28
99623,-6.4625583,-25.160889,-1.2148855,0.009719908,6
137518,-13.230621,-2.6621892,-1.5131557,-0.041526735,24
47166,-44.016838,-33.124725,-3.5318904,-3.9542143,30
34438,19.575352,29.119213,1.4412423,1.3362676,28
141648,41.362595,24.658789,3.5647154,2.5603728,28
129175,-12.363806,37.59292,-2.0507188,2.0095243,24
129098,57.42655,14.686582,7.8605757,2.7291138,28
80243,-16.515087,9.440076,-1.4244318,1.7026603,5
123375,45.145535,-7.6095057,1.4909109,-0.352037,34
89639,32.49304,-7.0691333,2.1987166,-3.7436774,5
52716,-23.890722,14.7917385,-2.219646,1.1579542,16
67871,19.873476,30.569477,1.8141717,1.4319546,28
64720,-6.657634,-0.65345067,-0.78166467,0.031307936,24
135112,-10.137527,13.076325,-0.8721303,2.8392766,13
1397,-9.850684,13.013269,-0.35381818,2.9757838,13
126384,2.1441085,-7.401044,-0.384624,-1.0838249,24
143046,34.95574,-35.815292,2.5794573,-2.0927222,33
29639,6.985349,1.8216362,-0.13185203,-1.460273,32
99703,47.596024,25.133894,5.32965,3.770452,28
167236,-10.78264,28.267433,-1.4868188,0.43529356,10
134615,30.331072,-3.0583162,2.2669902,-2.8169029,34
90579,-21.877457,2.5285325,-2.1897237,0.9409897,24
78916,46.173805,-21.25724,1.7681814,-4.260587,34
121823,-52.252827,25.480623,-3.6752844,2.7179224,16
5810,21.26474,-15.858679,-0.54981655,-1.678273,10
165599,19.131357,29.427845,1.1670347,1.5409014,28
117477,27.58438,6.89243,1.9522923,1.125983,8
49243,40.435944,-7.853304,2.251152,-2.388271,34
10039,-26.558441,-25.757103,-1.7448591,-0.7537771,30
93886,-21.31677,41.96254,-0.9080996,0.6545883,27
24224,34.28328,28.054285,3.640738,3.3755822,28
48472,-35.340355,12.035147,-2.5506196,1.4607334,16
16210,-16.343441,-6.6093845,0.098832965,-0.21803874,19
26342,-8.363485,27.620565,-0.7539194,-0.23176217,24
113942,16.600983,-39.474567,-0.8915443,-4.352069,22
101969,18.453234,-9.110139,-0.20420194,-2.6184838,5
70488,3.6306365,14.043091,0.28055644,0.5269679,20
115487,8.167364,-8.722197,0.14095831,-0.27567273,24
81769,12.273472,-12.455595,-0.26599658,-0.9625414,37
156821,-23.418798,5.614628,-2.4907155,1.6968262,24
123136,-18.254423,18.899767,-1.3344591,0.51790994,7
78864,-16.666357,27.759289,-2.1299798,0.8991742,24
89863,27.81374,-34.79304,1.2510363,-3.1832778,2
64113,24.959957,-41.12921,0.8413116,-3.8378913,2
13419,-45.86211,5.751596,-3.0725524,1.2619842,16
63596,29.24699,-33.889233,-0.061676383,-3.0294783,33
167479,28.279594,-2.0460432,1.18761,-2.2111137,5
48782,24.619223,8.358949,2.50174,1.4013569,8
100469,-18.147375,39.97512,-1.1617996,0.42518097,27
31997,-38.239265,13.136815,-2.0029063,1.2673032,16
79586,26.023361,-41.107742,2.0861616,-5.9544764,2
120633,-41.42411,-24.973005,-2.4639146,-1.3920739,30
22816,-14.154849,12.176612,-0.8316696,1.4631532,24
28452,37.7664,-11.983554,0.29777443,-1.9132369,34
61166,37.919598,19.254711,2.201724,2.833783,8
62730,28.126112,16.338358,2.355207,1.6781952,8
56778,-4.747825,-11.758584,-1.411885,-2.047887,24
129082,-28.286327,-22.828001,-1.9830532,-0.038980067,1
73245,-40.095802,26.87584,-1.8091235,1.947587,16
130280,1.6198521,-12.326776,-0.4881686,-0.073094785,16
165664,-7.9894443,-37.06221,0.7821351,-0.52685326,26
117842,6.195055,-13.357989,0.51981044,-1.4176176,21
32785,51.041817,19.861946,4.7358656,2.71815,28
82465,50.770226,15.827995,3.5462723,0.69516087,28
138843,37.839874,-23.203648,1.7265729,-1.461055,9
115847,-39.92248,11.121345,-1.9391799,1.2203095,16
128339,-2.4369419,14.910912,0.3403101,0.49501905,7
43538,-37.644047,-28.564608,-2.6322317,-1.5012801,30
158733,-2.9978356,27.159027,0.1200794,-0.40688413,24
101391,-10.373302,-5.1672707,-1.7745152,0.38706753,24
72478,-1.2758536,-5.026098,1.0057226,-1.7883763,24
22100,-41.947,27.082388,-2.668489,2.070019,16
74325,19.556986,-27.306896,1.7603163,-2.6442091,10
76263,-9.779212,10.755143,-2.2514977,1.7633586,13
37221,12.381356,30.1968,-0.17638934,2.1325145,16
35649,-25.661314,-23.615982,-1.6172783,-0.34020275,24
123238,43.965534,33.112297,11.014069,5.7010126,28
109816,34.28431,2.6055067,4.3869567,-0.76489836,39
41195,49.464645,21.102367,5.1994,2.9346838,28
51463,36.52357,25.691204,3.6228237,3.3130865,28
157647,26.991226,8.105503,2.368229,0.24510759,8
126415,-1.0702393,-2.688044,-0.1379919,0.24789807,24
48409,26.13537,1.9544905,2.2519479,-1.0548661,8
59408,42.33209,15.530258,3.882576,0.8106124,28
167971,18.533484,33.487087,3.3652706,2.9429817,28
98143,-24.869276,-35.381287,-1.3727291,-1.7862296,31
63665,-0.12415124,0.58902156,-0.4217553,0.26252285,24
147493,51.161903,15.034779,3.532874,1.1288786,28
89221,-36.552338,33.145035,-2.4095237,1.8831346,27
108971,36.37081,23.117813,3.4221268,1.8467922,8
144120,-0.20021863,39.48393,-1.4924188,0.9448457,4
94813,4.9188194,17.105984,-0.40477347,0.14343172,17
57654,-7.4892673,4.5272684,-1.3918856,1.0211899,24
114255,34.450726,28.007057,3.9296136,3.450714,28
143199,26.37877,-12.789069,0.7427627,-1.4885933,39
149892,22.21164,-32.967953,0.025942445,-2.719087,2
13494,-39.345566,24.947414,-0.20405531,2.740144,16
160594,-30.543287,19.373323,-3.8349867,3.4359581,16
6696,15.508736,30.434576,0.91126716,4.6456075,28
41489,-44.03501,-4.357032,-3.0582736,2.0588028,16
67489,-19.784117,30.42469,-3.0065038,1.7983251,16
102855,5.3826704,14.873389,-1.3583765,-1.5053353,26
36757,22.545542,5.2689805,0.5794575,-0.28563845,8
139541,43.78329,14.284609,3.1714435,0.82840335,28
38208,-12.732866,0.78887165,-2.0834255,0.52636606,24
93204,24.479687,-37.318726,0.8823458,-2.7338605,2
24635,-44.43052,21.136957,-2.95232,2.1707428,16
22711,40.634857,-17.683645,1.9603492,-2.810665,5
99669,-48.154556,14.27815,-1.7477264,1.3502363,16
2893,-4.8663254,-15.763103,-1.1357994,-1.5033951,24
11607,-30.485306,-21.720198,-2.2591186,0.34065655,30
9645,6.6335144,-23.64113,-1.2490164,-0.62758356,23
161555,-5.219266,-37.768066,-0.23423779,-1.7831852,26
122037,-43.27322,24.082447,-2.5365624,1.972507,16
130641,-0.14550856,-8.622561,1.6231478,-0.42455715,24
163320,24.255066,-32.001534,0.6549946,-2.0911622,2
31162,-13.591215,3.9496307,0.3598646,1.5131315,24
88227,-3.3452055,-27.263632,-1.748775,-0.9607827,10
5617,44.876625,-20.500683,1.8602566,-3.457873,9
28146,58.686405,11.939575,5.5391126,2.056147,28
58506,37.792175,28.040625,5.7515097,3.51964,28
33041,-34.190434,-23.530174,-2.159837,-0.8619227,30
30076,50.521095,3.9797919,5.7551446,-1.050081,34
105648,-30.780403,2.6178606,-3.1020865,1.0642203,24
